Course,Location,CRN,Course Title,Instructor,Days,Start Time,End Time,Est Enroll,Act Enroll
FYS 10101 16,1005 210,14069,Moreau First Year Experience,"Corpora,Joseph",R,2:00 PM,2:50 PM,19,19
FYS 10101 49,1005 210,14081,Moreau First Year Experience,"Helm,Theodore",M,2:00 PM,2:50 PM,19,19
AMST 13184 02,1008 303,20403,History University Seminar,"Garibaldi,Korey",TR,12:30 PM,1:45 PM,16,16
HIST 30877 01,1008 303,20756,Cities & Suburbs Postwar Ameri,"Koeth,Stephen",TR,5:05 PM,6:30 PM,25,23
THEO 60206 01,1008 303,19861,Catholic Reform,"Lehner,Ulrich",MW,11:00 AM,12:15 PM,27,16
THEO 60884 01,1008 303,19854,The Trinity,"Anatolios,Khaled",TR,3:30 PM,4:45 PM,27,15
THEO 83133 01,1008 303,19852,Elementary Ugaritic,"Page,Hugh",F,9:00 AM,11:45 AM,10,2
FYS 10101 103,1008 404,14164,Moreau First Year Experience,"Kroll,Linda",W,8:20 AM,9:10 AM,19,19
FYS 10101 26,1008 404,14080,Moreau First Year Experience,"Reyes,Rudy",M,8:20 AM,9:10 AM,19,17
CBE 60731 01,1015 107,20014,Nanomedicine,"Wang,Yichun",TR,2:00 PM,3:15 PM,20,3
EE 60673 01,1015 107,16912,Advanced Robotics,"Lin,Hai",TR,12:30 PM,1:45 PM,20,2
EE 67032 01,1015 107,16914,Physics of Computation,"Porod,Wolfgang",TR,3:30 PM,4:45 PM,20,3
FYS 10101 06,1015 107,13998,Moreau First Year Experience,"Comuniello,Michael",M,8:20 AM,9:10 AM,19,18
FYS 10101 126,1015 107,15956,Moreau First Year Experience,"Madden,Judith",M,9:25 AM,10:15 AM,19,18
FYS 10101 72,1015 107,14073,Moreau First Year Experience,"Rehagen,Christopher",R,11:00 AM,11:50 AM,19,19
NSBH 46501 01,1015 107,15622,Sr. Spring NSBH Honors Seminar,"Boyd,Sunny",F,9:25 AM,10:15 AM,14,12
ROIT 10101 05,1015 107,13834,Beginning Italian I,"Serafini,Tiziana",MWF,11:30 AM,12:20 PM,19,18
ROIT 10101 07,1015 107,16472,Beginning Italian I,"Serafini,Tiziana",MWF,2:00 PM,2:50 PM,19,14
ROIT 10101 08,1015 107,20183,Beginning Italian I,"Serafini,Tiziana",MWF,10:30 AM,11:20 AM,18,18
CHEM 90627 01,1015 108,15904,Special Topics in Biochemistry,"White,Katharine",MW,9:30 AM,10:45 AM,15,10
CSE 40693 01,1015 108,18117,Modern Web Development,"Wicks,Michael",TR,3:30 PM,4:45 PM,24,24
ESS 43640 01,1015 108,11651,Seminar Educational Research,"Christensen,Andrea",TR,2:00 PM,3:15 PM,10,10
FYS 10101 08,1015 108,13993,Moreau First Year Experience,"Ball,Michael",R,11:00 AM,11:50 AM,19,19
FYS 10101 110,1015 108,14416,Moreau First Year Experience,"Presler,Daniel",T,12:30 PM,1:20 PM,19,19
FYS 10101 43,1015 108,14036,Moreau First Year Experience,"Bronson,Catherine",M,8:20 AM,9:10 AM,19,18
FYS 10101 81,1015 108,13990,Moreau First Year Experience,"Diss,Brian",W,8:20 AM,9:10 AM,19,19
PHIL 10103 01,1015 108,16282,Intro to Phil: Phil & Science,"Azhar,Feraz",TR,9:30 AM,10:45 AM,22,22
ROSP 20201 09,1015 108,10066,Intermediate Spanish I,"Mangione-Lora,Elena",MWF,12:50 PM,1:40 PM,18,15
ROSP 20201 11,1015 108,14888,Intermediate Spanish I,"Mangione-Lora,Elena",MWF,3:30 PM,4:20 PM,18,12
ROSP 20202 03,1015 108,10072,Intermediate Spanish II,"Mangione-Lora,Elena",MWF,11:30 AM,12:20 PM,19,17
ROSP 20202 05,1015 108,11521,Intermediate Spanish II,"Mangione-Lora,Elena",MWF,2:00 PM,2:50 PM,19,17
ACMS 30530 01,1020 104,12657,Introduction to Probability,"Leib,Norman",MW,2:00 PM,3:15 PM,70,63
AME 30314 01,1020 104,11451,"Dif Eqs,Vibrations&Controls I","Goodwine,John",MWF,9:25 AM,10:15 AM,72,71
BIOS 10169 03,1020 104,16587,Biology I: Big Questions Mod 1,"Schafer,Zachary",MWF,12:50 PM,1:40 PM,75,73
BIOS 10170 03,1020 104,15239,Biology I: Big Questions Mod 2,"Schafer,Zachary",MWF,12:50 PM,1:40 PM,75,74
CSLC 48901 01,1020 104,20264,Intercultural Comm&Amer Campus,"Li,Ziqian",R,5:00 PM,6:00 PM,30,16
ECON 30020 01,1020 104,10963,Intermediate Macro Theory,"Pugsley,Benjamin",TR,2:00 PM,3:15 PM,60,21
ECON 30020 02,1020 104,14308,Intermediate Macro Theory,"Pugsley,Benjamin",TR,3:30 PM,4:45 PM,60,14
MATH 10560 02,1020 104,11590,Calculus II,"Taylor,Laurence",MWF,11:30 AM,12:20 PM,60,46
FYS 10900 01,1020 G01,16245,Scholarly Engagement Seminar,"Thibert,Jeffrey",T,3:55 PM,5:10 PM,19,16
CHEM 12171 39,1020 G09,15263,Chemical Principles Tutorial,"Young,Kelley",F,12:50 PM,1:40 PM,25,23
CHEM 12171 40,1020 G09,15262,Chemical Principles Tutorial,"Young,Kelley",F,2:00 PM,2:50 PM,27,26
CHEM 12171 41,1020 G09,18357,Chemical Principles Tutorial,"Young,Kelley",F,3:30 PM,4:20 PM,25,24
CHEM 13171 01,1020 G09,15351,Chemistry Problem Solv. Skills,"Young,Kelley",TR,9:30 AM,10:20 AM,40,37
CHEM 13171 02,1020 G09,18358,Chemistry Problem Solv. Skills,"Young,Kelley",TR,10:35 AM,11:25 AM,40,37
MATH 10130 01,1020 G09,10015,Beginning Logic,"Mulholland,Brian",MWF,11:30 AM,12:20 PM,35,33
MATH 12360 22,1020 G09,13082,Calculus B Tutorial,"Gao,Zhao",R,3:30 PM,4:20 PM,36,21
MATH 12550 51,1020 G09,12568,Calculus I Tutorial,"Alvir,Rachael",TR,11:40 AM,12:55 PM,39,34
MATH 12560 31,1020 G09,11608,Calculus II Tutorial,"Soskin,Daniel",T,3:30 PM,4:20 PM,35,27
MATH 20550 06,1020 G09,12782,Calculus III,"Mulholland,Brian",MW,12:50 PM,1:40 PM,40,40
ROFR 20300 02,1020 G09,16503,Conversational French,"Schaefer,Anne",MW,2:00 PM,3:15 PM,18,17
PHYS 40453 01,1021 108A,11038,Quantum Mechanics I,"Martin,Adam",MWF,9:25 AM,10:15 AM,31,30
ACMS 30600 01,1021 200,12900,Stat Mthds & Data Analysis I,"Soale,Abdul-Nasah",MWF,9:25 AM,10:15 AM,48,22
ARST 62704 01,1021 200,10529,Professional Practices,"Tomasula,Maria",T,6:30 PM,8:30 PM,18,16
EE 40455 01,1021 200,15228,Control Systems,"Antsaklis,Panos",MWF,11:30 AM,12:20 PM,15,5
MATH 12350 22,1021 200,11595,Calculus A Tutorial,"Ulysse,Fabrice",R,2:00 PM,2:50 PM,38,34
PHYS 83700 01,1021 200,11042,Nuclear Physics Seminar,"Wiescher,Michael",M,3:30 PM,5:00 PM,40,30
THEO 60811 01,1021 200,13647,Theologians of Grace,"Grove,Kevin",TR,9:30 AM,10:45 AM,32,17
ROFR 40635 01,1021 301,20186,Phantasmes et fantastique,"Toumayan,Alain",MW,9:30 AM,10:45 AM,15,12
LAW 60705 01,1027 1310,10998,Legal Writing I,"Callahan,Leslie",MR,8:30 AM,9:20 AM,24,24
LAW 70121 01,1027 1310,20900,Not-for-Profit Organizations,"Mayer,Lloyd",TR,11:00 AM,12:15 PM,35,20
LAW 70301 01,1027 1310,13426,Immigration Law,"Monterrosa,Rodolfo",TR,6:00 PM,7:15 PM,24,15
LAW 70311 01,1027 1310,11893,Federal Courts,"Bellia,Anthony",WF,11:00 AM,12:15 PM,50,26
LAW 70415 01,1027 1310,21567,Graduate Seminar,"Brissau,Jean Marc",M,12:30 PM,1:25 PM,24,15
LAW 70507 01,1027 1310,20890,Trusts and Estates,"Cushman,Barry",TW,9:30 AM,10:45 AM,50,27
LAW 70833 01,1027 1310,16884,Canon Law,"Kimes,John",M,1:45 PM,3:25 PM,24,10
LAW 70841 01,1027 1310,20888,History of the Common Law,"Burset,Christian",WR,2:00 PM,3:15 PM,30,24
LAW 73506 01,1027 1310,21232,Selected Topics: Env Practice,"Caballero,Kathryn",W,6:00 PM,8:00 PM,24,18
LAW 73837 01,1027 1310,20891,Judicial Role in Amer History,"Cushman,Barry",T,1:30 PM,3:10 PM,24,19
LAW 73909 01,1027 1310,20898,Patent Litigation,"Irwin,Barry",F,2:00 PM,4:30 PM,24,10
LAW 75111 02,1027 1310,14111,Transactional Law Intensive,"McCaffrey,Ryan",MRFSU,8:30 AM,12:00 PM,12,11
LAW 75111 02,1027 1310,14111,Transactional Law Intensive,"McCaffrey,Ryan",MRFSU,1:00 PM,3:45 PM,12,11
LAW 75111 02,1027 1310,14111,Transactional Law Intensive,"McCaffrey,Ryan",T,8:00 AM,2:15 PM,12,11
LAW 75715 01,1027 1310,10191,Deposition Skills,"Kuehn,Robert",W,3:30 PM,5:29 PM,10,10
LAW 75726 01,1027 1310,18571,Exoneration Justice Clinic,"Gurule,Jimmy",R,12:30 PM,1:55 PM,8,8
LAW 75727 01,1027 1310,21576,Exoneration Justice Clinic II,"Gurule,Jimmy",R,12:30 PM,1:55 PM,9,4
LAW 60703 03,1027 1315,11230,Legal Research,"Mitchell,Steven",W,3:30 PM,4:35 PM,30,30
LAW 60703 04,1027 1315,11231,Legal Research,"Ellis,Brandy",T,3:30 PM,4:35 PM,31,31
LAW 60703 06,1027 1315,14174,Legal Research,"Azyndar,Susan",W,2:00 PM,3:05 PM,31,31
LAW 60705 03,1027 1315,11233,Legal Writing I,"Douglas,Julie",MR,3:30 PM,4:20 PM,24,22
LAW 60705 05,1027 1315,13774,Legal Writing I,"Dietz,Elizabeth",MR,8:30 AM,9:20 AM,23,23
LAW 70109 01,1027 1315,11898,Trade Secrets/Unfair Practices,"Peralta,Paul",TR,11:00 AM,12:15 PM,20,18
LAW 70116 01,1027 1315,13212,Corporate Reorganizations,"Murray,Daniel",M,1:30 PM,3:10 PM,40,36
LAW 70307 01,1027 1315,16879,The Freedom of Speech,"Kozel,Randy",TF,9:30 AM,10:45 AM,50,26
LAW 70353 03,1027 1315,16435,Labor and Employment Law,"Lahey,Matthew",W,5:30 PM,7:10 PM,30,28
LAW 70419 01,1027 1315,18080,Intro to Intl Human Rights Law,"Carozza,Paolo",MW,11:00 AM,12:15 PM,35,15
LAW 70435 01,1027 1315,16267,International Arbitration,"Alford,Roger",MW,9:30 AM,10:45 AM,35,17
LAW 70736 01,1027 1315,14110,Lawyering Practice Instruction,"Jones,Robert",W,8:00 AM,9:15 AM,19,19
LAW 73136 01,1027 1315,18138,Cybersecurity & Data Protect.,"Maciejczyk,John",R,5:00 PM,7:00 PM,20,18
LAW 75111 01,1027 1315,13180,Transactional Law Intensive,"Wirig,Matthew",MRFSU,8:30 AM,12:00 PM,12,11
LAW 75111 01,1027 1315,13180,Transactional Law Intensive,"Wirig,Matthew",MRFSU,1:00 PM,3:45 PM,12,11
LAW 75111 01,1027 1315,13180,Transactional Law Intensive,"Wirig,Matthew",T,8:00 AM,2:15 PM,12,11
FYS 10101 48,1027 3331,14016,Moreau First Year Experience,"Holst-Haley,Christine",W,8:20 AM,9:10 AM,19,19
CE 31300 01,1033 103,13304,Intro to Environ Eng. Lab,"Shrout,Joshua",T,2:20 PM,4:15 PM,14,12
CE 31300 02,1033 103,13305,Intro to Environ Eng. Lab,"Shrout,Joshua",W,2:20 PM,4:15 PM,10,6
CE 31510 01,1033 112A,16460,Geotechnical Engineering Lab,"Khasawneh,Yazen",W,10:00 AM,12:00 PM,14,14
CE 31510 02,1033 112A,14342,Geotechnical Engineering Lab,"Khasawneh,Yazen",T,3:30 PM,5:30 PM,13,13
CE 31510 03,1033 112A,14343,Geotechnical Engineering Lab,"Khasawneh,Yazen",R,11:00 AM,1:00 PM,12,9
CE 31510 04,1033 112A,15346,Geotechnical Engineering Lab,"Khasawneh,Yazen",T,11:10 AM,1:10 PM,12,9
EE 41458 01,1033 116,11370,RF/Micro Circ Wireless Com Lab,"Fay,Patrick",R,3:00 PM,6:00 PM,24,5
EE 41458 02,1033 116,11327,RF/Micro Circ Wireless Com Lab,"Fay,Patrick",W,3:00 PM,6:00 PM,15,7
CBE 61622 01,1033 117,20013,Laboratory Instrumentation,"Kantor,Jeffrey",TR,9:00 AM,12:00 PM,15,4
EE 21225 01,1033 253,13973,Intro to EE Lab,"Bernstein,Gary",M,4:00 PM,7:00 PM,23,22
EE 21225 02,1033 253,13974,Intro to EE Lab,"Bernstein,Gary",T,2:00 PM,5:00 PM,24,23
EE 21225 03,1033 253,14531,Intro to EE Lab,"Bernstein,Gary",W,4:00 PM,7:00 PM,24,16
EE 21225 04,1033 253,13972,Intro to EE Lab,"Bernstein,Gary",R,2:00 PM,5:00 PM,24,10
AME 21268 01,1033 303,15227,Design Tools 2,"Wang,Jing",TR,2:00 PM,3:15 PM,29,28
ACMS 22750 01,1037 117,13597,Intro Appl Math Mthds II Tutrl,"Nguyen,Dong Quan",T,11:00 AM,11:50 AM,35,25
BIOS 30401 01,1037 117,10996,Principles of Microbiology,"Vaughan,Patricia",MWF,11:30 AM,12:20 PM,75,66
MATH 10550 02,1037 117,11587,Calculus I,"Doan,Luan",MWF,2:00 PM,2:50 PM,91,86
MATH 20750 01,1037 117,12295,Ordinary Differential Equation,"Barron,Katrina",MWF,9:25 AM,10:15 AM,36,8
THEO 10000 01,1037 117,19928,Found of Theo: Biblcl Historcl,"Anderson,Gary",MW,10:30 AM,11:20 AM,100,98
FYS 10101 62,1037 212,13988,Moreau First Year Experience,"Phillips,Jennifer",T,2:00 PM,2:50 PM,19,19
THEO 10001 15,1037 212,19925,Found of Theo: Biblcl Historcl,"Sunshine,Elizabeth",MWF,12:50 PM,1:40 PM,30,30
THEO 10001 17,1037 212,19923,Found of Theo: Biblcl Historcl,"Yuan,Wenxuan",MWF,2:00 PM,2:50 PM,30,30
THEO 12001 01,1037 212,19919,Discussion - Foundatns of Theo,"Johnson,Noelle",F,10:30 AM,11:20 AM,25,25
ACMS 31600 01,1037 B016,13319,Stat Mthds & Data Analysis I L,"Giddens,Spencer",R,3:30 PM,4:20 PM,50,23
ACMS 31600 02,1037 B016,13320,Stat Mthds & Data Analysis I L,"Giddens,Spencer",R,2:00 PM,2:50 PM,50,48
FYS 10010 01,1037 B016,13204,Balfour Fall Follow-Up,"Lucero,Cecilia",M,5:05 PM,5:55 PM,28,22
PHYS 12310 01,1037 B016,11279,Engineering Phys I Tutorial,"Vízkeleti,Aron",T,9:30 AM,10:20 AM,25,12
PHYS 12310 02,1037 B016,20280,Engineering Phys I Tutorial,"Vízkeleti,Aron",T,11:00 AM,11:50 AM,25,24
PHYS 12310 03,1037 B016,11280,Engineering Phys I Tutorial,"Vízkeleti,Aron",T,12:30 PM,1:20 PM,25,12
PHYS 12310 04,1037 B016,11282,Engineering Phys I Tutorial,"Vízkeleti,Aron",T,2:00 PM,2:50 PM,25,17
PHYS 12310 05,1037 B016,12372,Engineering Phys I Tutorial,"Vízkeleti,Aron",T,3:30 PM,4:20 PM,25,12
PHYS 12310 06,1037 B016,13604,Engineering Phys I Tutorial,"Vízkeleti,Aron",T,5:05 PM,5:55 PM,25,6
DESN 21202 01,1042 204,17741,ID: Digital Visualization Lab,"Park,Junyoung",W,6:00 PM,7:00 PM,12,14
DESN 30200 01,1042 204,15311,ID: Advanced Visualization,"Carley,Jason",TR,12:30 PM,3:15 PM,12,11
DESN 40101 01,1042 218,21037,Packaging Design,"Verma,Neeta",TR,12:30 PM,3:15 PM,13,12
DESN 30101 01,1042 219,18192,VCD 4: Brand/Identity Systems,"Carlson,Clinton",MW,11:00 AM,1:45 PM,13,13
DESN 30204 01,1042 224,14351,ID2-1: Intermed Design Studio,"Shim,Scott",MW,2:00 PM,4:45 PM,12,9
DESN 21203 11,1042 226,21292,D Think Lab,"Conrado,Ann-Marie",W,6:00 PM,8:00 PM,32,21
DESN 40201 01,1042 226,17218,ID: Collab. Design Development,"Morton,Timothy",MW,11:00 AM,1:45 PM,16,9
BIOS 10169 02,1050 118,16586,Biology I: Big Questions Mod 1,"Pfrender,Michael",MWF,12:50 PM,1:40 PM,75,73
BIOS 10170 02,1050 118,15235,Biology I: Big Questions Mod 2,"Pfrender,Michael",MWF,12:50 PM,1:40 PM,75,74
CSE 20311 01,1050 118,14465,Fundamentals of Computing,"Bualuan,Ramzi",MWF,9:25 AM,10:15 AM,134,131
PHYS 10240 01,1050 118,11036,Elementary Cosmology,"Mathews,Grant",TR,9:30 AM,10:45 AM,120,76
PHYS 10411 01,1050 118,11285,Physics A: Mechanics,"Collon,Philippe",MW,2:00 PM,3:50 PM,49,33
PHYS 20220 01,1050 118,15274,Physics for Life Sci II,"Wayne,Mitchell",MWF,11:30 AM,12:20 PM,130,103
PHYS 73000 01,1050 118,11287,Physics Colloquium,"Mathews,Grant",W,4:00 PM,5:00 PM,135,95
CBE 30361 02,1050 123,14326,Science of Eng. Materials,"Guo,Ruilan",MWF,12:50 PM,1:40 PM,76,74
CHEM 20283 01,1050 123,11829,Organic Reactions & Apps,"Ashfeld,Brandon",MWF,11:30 AM,12:20 PM,85,68
PHYS 10111 01,1050 123,10905,Principles of Physics I,"Jessop,Colin",TR,2:00 PM,3:15 PM,100,50
PHYS 20481 01,1050 123,12594,Intro to Astrnmy & Astrophyscs,"Beers,Timothy",TR,9:30 AM,10:45 AM,40,14
PHYS 40435 01,1050 123,21304,Physics of the Brain,"Ptasinska,Sylwia",TR,12:30 PM,1:45 PM,30,16
THEO 10001 04,1050 123,11239,Found of Theo: Biblcl Historcl,"Cavadini,Catherine",TR,11:00 AM,12:15 PM,40,40
AME 70791 01,1050 127,19989,Molecular Level Modeling,"Luo,Tengfei",TR,11:00 AM,12:15 PM,19,10
BIOS 10169 08,1050 127,16592,Biology I: Big Questions Mod 1,"Perkins,Troy",MWF,12:50 PM,1:40 PM,75,74
BIOS 10170 08,1050 127,15240,Biology I: Big Questions Mod 2,"Perkins,Troy",MWF,12:50 PM,1:40 PM,75,73
CHEM 93601 01,1050 127,10955,Seminar in Chemistry,"Baker,Brian",MTWRF,3:55 PM,6:20 PM,200,176
CSE 20110 01,1050 127,10164,Discrete Mathematics,"Milenkovic,Tijana",TR,9:30 AM,10:45 AM,152,148
PHYS 10310 01,1050 127,11278,Engineering Phys I: Mechanics,"Brodeur,Maxime",MWF,9:25 AM,10:15 AM,100,83
PHYS 10320 01,1050 127,10348,Engineering Physics II: EM,"Assaf,Badih",MWF,8:20 AM,9:10 AM,187,62
PHYS 10320 02,1050 127,12593,Engineering Physics II: EM,"Lannon,Kevin",MWF,10:30 AM,11:20 AM,175,149
PHYS 10320 03,1050 127,10349,Engineering Physics II: EM,"Crepp,Justin",MWF,2:00 PM,2:50 PM,150,145
PHYS 13320 01,1050 127,16366,Phys Prob Solving Skills,"Assaf,Badih",T,12:30 PM,1:45 PM,23,23
PHYS 23411 01,1050 184,11476,Sophomore Seminar,"Hyder,Anthony",T,2:00 PM,3:15 PM,40,31
PHYS 30461 01,1050 184,10129,Thermal Physics,"Delgado,Antonio",MWF,11:30 AM,12:20 PM,40,32
PHYS 43411 01,1050 184,11037,Senior Seminar,"Sapirstein,Jonathan",M,3:30 PM,4:20 PM,30,14
PHYS 50501 01,1050 184,14396,Intro to Solid State Physics,"Janko,Boldizsar",MW,2:00 PM,3:15 PM,25,19
PHYS 60204 01,1050 184,21691,Exoplanets,"Weiss,Lauren",MW,12:30 PM,1:45 PM,12,4
PHYS 70005 01,1050 184,11887,Classical Mechanics,"LoSecco,John",MWF,9:25 AM,10:15 AM,25,23
PHYS 70007 01,1050 184,11040,Quantum Mechanics I,"Eskildsen,Morten",TR,9:30 AM,10:45 AM,25,24
PHYS 80003 01,1050 184,11041,Quantum Field Theory I,"Sapirstein,Jonathan",TR,11:00 AM,12:15 PM,19,6
PHYS 83200 01,1050 184,10762,Astrophysics Seminar,"Lehner,Nicolas",T,12:30 PM,1:45 PM,43,14
PHYS 83500 01,1050 184,11045,Condensed Matter Seminar,"Assaf,Badih",R,4:00 PM,5:30 PM,21,12
CHEM 23273 01,1050 253,17056,Chem Problem-Solving Skills,"Helquist,Paul",T,2:00 PM,2:50 PM,23,13
CHEM 23273 02,1050 253,21322,Chem Problem-Solving Skills,"Helquist,Paul",R,2:00 PM,2:50 PM,23,7
PHYS 83600 01,1050 415,11044,Elementary Particles Seminar,"Martin,Adam",T,4:00 PM,5:30 PM,30,18
ARHI 13182 01,1052 106,14737,Fine Arts University Seminar,"Hauknes,Marius",TR,3:30 PM,4:45 PM,16,15
FYS 10101 64,1052 106,14043,Moreau First Year Experience,"Whittington,Eric",T,9:30 AM,10:20 AM,19,20
IIPS 20101 02,1052 106,13832,Introduction to Peace Studies,"Springs,Jason",TR,2:00 PM,3:15 PM,35,7
PHIL 12111 34,1052 106,18662,GGL Sustained Dialogue Section,"Zhao,Michael",M,8:00 PM,8:50 PM,15,15
THEO 10001 08,1052 106,11306,Found of Theo: Biblcl Historcl,"Russo,Nicholas",MW,8:00 AM,9:15 AM,29,29
THEO 83134 01,1052 106,21551,Introduction to Syriac,"McManaway,Joshua",MW,3:30 PM,4:45 PM,12,5
ARHI 13182 02,1052 107,15308,Fine Arts University Seminar,"Rhodes,Robin",TR,2:00 PM,3:15 PM,16,14
ARST 43703 01,1052 107,14838,Senior Seminar,"Khan,Sana",MW,5:00 PM,6:30 PM,19,5
PSY 30160 01,1052 107,11081,Methods for Behavioral Science,"Lapsley,Daniel",TR,11:00 AM,12:15 PM,35,35
WR 13300 05,1052 107,13361,Multimedia Writing & Rhetoric,"Griffith,David",TR,12:30 PM,1:45 PM,16,16
ACMS 20010 01,1052 109,14327,App Math Fin Eco I,"Leib,Norman",MW,11:00 AM,12:15 PM,20,11
ALHN 43950 01,1052 109,11396,Senior Honors Research Colloq,"Meserve,Margaret",R,3:30 PM,4:30 PM,33,16
ENGL 13186 08,1052 109,14812,Literature University Seminar,"Thomas,David",TR,9:30 AM,10:45 AM,16,16
FYS 10416 01,1052 109,15519,Politics in Film,"Swanke,Kasey",R,4:30 PM,6:20 PM,19,12
MATH 12550 42,1052 109,12543,Calculus I Tutorial,"Nandakumaran,Vishnu",T,11:00 AM,11:50 AM,35,34
MGA 60014 01,1052 109,20301,Keough Career Colloquium II,"Fountain,Melinda",R,11:00 AM,12:15 PM,30,25
PPE 43101 01,1052 109,16440,PPE Colloquium,"McGreevy,John",T,4:00 PM,4:50 PM,25,12
RU 20101 02,1052 109,20629,Intermediate Russian I,"Miller,Melissa",MWF,12:50 PM,1:40 PM,19,14
THEO 10001 06,1052 109,10662,Found of Theo: Biblcl Historcl,"McKenny,Gerald",TR,2:00 PM,3:15 PM,40,38
THEO 10001 18,1052 109,19922,Found of Theo: Biblcl Historcl,"McLean,John",MWF,2:00 PM,2:50 PM,30,28
WR 13100 05,1052 109,14904,Writing and Rhetoric,"Swanke,Kasey",TR,12:30 PM,1:45 PM,16,16
ACMS 80870 03,1052 110,21752,Topics in Statistics,"Lin,Lizhen",TR,9:30 AM,10:45 AM,20,5
CLAS 13186 01,1052 110,20594,Literature University Seminar,"Krostenko,Brian",TR,3:30 PM,4:45 PM,16,12
GE 10101 03,1052 110,21804,Beginning German I,"Hoeckner,Eva",F,12:50 PM,1:40 PM,19,6
LLRO 13186 02,1052 110,15416,Literature University Seminar,"Moreno,Marisel",TR,11:00 AM,12:15 PM,16,10
THEO 83812 01,1052 110,19841,Eschatology,"O'Regan,Cyril",T,12:30 PM,3:15 PM,16,16
ACMS 80870 01,1052 114,15188,Topics in Statistics,"Vinci,Giuseppe",MW,2:30 PM,3:45 PM,15,4
AL 10001 01,1052 114,21805,Driscoll Scholars: Navigating,"Dawson,Maureen",F,3:30 PM,4:20 PM,30,29
ALHN 43950 02,1052 114,11397,Senior Honors Research Colloq,"Kolda,Christopher",R,3:30 PM,4:30 PM,35,22
CHEM 12171 10,1052 114,12157,Chemical Principles Tutorial,"Young,Kelley",F,12:50 PM,1:40 PM,28,27
CHEM 12171 23,1052 114,12120,Chemical Principles Tutorial,"Young,Kelley",F,2:00 PM,2:50 PM,28,27
CSC 33303 01,1052 114,15926,Soc Con Sem: Indigenous Comm,"Newkirk,William",T,4:00 PM,5:15 PM,14,8
EALJ 11111 02,1052 114,13120,First Year Japanese I Drill,"Fuse,Naoki",TR,2:00 PM,2:50 PM,15,8
GE 10101 03,1052 114,21804,Beginning German I,"Hoeckner,Eva",MW,12:30 PM,1:45 PM,19,6
PHIL 22602 01,1052 114,16151,Medical Ethics Discussion,"Warfield,Ted",F,11:00 AM,11:50 AM,18,17
HIST 13184 02,1052 115,12566,History University Seminar,"Lyandres,Semion",MW,12:30 PM,1:45 PM,16,16
PHIL 22602 02,1052 115,16152,Medical Ethics Discussion,"Warfield,Ted",F,12:50 PM,1:40 PM,18,18
PHIL 22602 04,1052 115,16154,Medical Ethics Discussion,"Warfield,Ted",F,11:00 AM,11:50 AM,18,18
SOC 30902 03,1052 115,21180,Methods Sociological Research,"Hwang,Karam",TR,3:30 PM,4:45 PM,19,19
THEO 10001 10,1052 115,12369,Found of Theo: Biblcl Historcl,"Pagliarini,Anthony",MWF,9:25 AM,10:15 AM,40,37
AFST 20082 07,1052 116,21640,Intro to Africana Studies,"Forjwuor,Bernard",MW,2:00 PM,3:15 PM,19,19
ENGL 13186 18,1052 116,21173,Literature University Seminar,"Mouton Kinyon,Chante",MW,11:00 AM,12:15 PM,16,14
FYS 10405 01,1052 116,13032,Giving Back through Education,"Chamberlin,Kyle",M,7:00 PM,9:00 PM,27,26
HPS 83100 01,1052 116,10870,Colloquium,"Goulding,Robert",T,4:15 PM,5:30 PM,25,7
PHIL 10101 01,1052 116,10241,Introduction to Philosophy,"Schwenkler,Angela",MW,9:30 AM,10:45 AM,25,25
PHIL 22602 05,1052 116,16155,Medical Ethics Discussion,"Warfield,Ted",F,12:50 PM,1:40 PM,18,18
PHIL 22602 06,1052 116,16156,Medical Ethics Discussion,"Warfield,Ted",F,9:30 AM,10:20 AM,18,18
THEO 48006 01,1052 116,11674,Honors Colloquium,"Jensen,Robin",T,12:30 PM,1:30 PM,6,6
HIST 13184 07,1052 117,18365,History University Seminar,"Pierce,Richard",TR,2:00 PM,3:15 PM,16,15
IIPS 33100 01,1052 117,21887,Peace Praxis Sem,"Joshi,Madhav",F,10:00 AM,11:00 AM,26,25
PPE 43101 02,1052 117,21328,PPE Colloquium,"Weithman,Paul",T,5:00 PM,5:50 PM,24,13
THEO 10001 21,1052 117,21629,Found of Theo: Biblcl Historcl,"Reynolds,Gabriel",TR,12:30 PM,1:45 PM,26,26
THEO 63002 01,1052 117,17958,Theology en Español,"Walatka,Todd",F,12:15 PM,1:05 PM,19,11
WR 13100 17,1052 117,16000,Writing and Rhetoric,"Phelps,Nathan",MWF,3:30 PM,4:20 PM,16,16
WR 13300 06,1052 117,15456,Multimedia Writing & Rhetoric,"Mullin,Matthew",MWF,2:00 PM,2:50 PM,16,15
CSEM 23101 41,1052 118,21604,College Seminar,"Da,Nan",TR,9:30 AM,10:45 AM,15,11
EALJ 10111 02,1052 118,11903,First Year Japanese I,"Fuse,Naoki",MWF,2:00 PM,2:50 PM,15,8
ECON 60101 01,1052 118,12626,Microeconomic Theory I,"Gresik,Thomas",TR,2:00 PM,4:00 PM,15,6
MATH 12350 21,1052 118,11594,Calculus A Tutorial,"Zhang,Yufei",R,11:00 AM,11:50 AM,40,34
MATH 12560 21,1052 118,11606,Calculus II Tutorial,"Shen,Jiayi",T,11:00 AM,11:50 AM,35,29
THEO 67001 01,1052 118,10236,MTS Colloquium,"Jensen,Robin",F,12:00 PM,1:00 PM,38,38
