Course,Location,CRN,Course Title,Instructor,Days,Start Time,End Time,Est Enroll,Act Enroll
CLAS 20202 01,1144 125,20593,Roman History I: the Republic,"Hernandez,David",MW,10:30 AM,11:20 AM,47,44
ECON 10010 06,1144 125,12393,Principles of Microeconomics,"Wei,Zhiyi",TR,11:00 AM,12:15 PM,49,48
ECON 30531 01,1144 125,20329,Environmental Econ & Policy,"Dunne,Timothy",TR,2:00 PM,3:15 PM,47,23
EE 40472 01,1144 125,16075,Electrical and Hybrid Vehicles,"Bauer,Peter",TR,5:05 PM,6:20 PM,46,36
HIST 30002 01,1144 125,19795,History of Science 1,"Ragland,Evan",TR,3:30 PM,4:45 PM,33,28
POLS 30201 01,1144 125,20468,U.S. Foreign Policy,"Parent,Joseph",MW,2:00 PM,3:15 PM,45,29
ACCT 20100 08,1144 126,12674,Accountancy I,"Miller,Jeffrey",TR,5:05 PM,6:20 PM,60,16
CLAS 30027 01,1144 126,20588,Sport/Society in Ancient World,"Grillo,Luca",MW,11:30 AM,12:20 PM,60,45
CSE 20133 01,1144 126,14104,Intro to Computing EE Majors,"Morrison,Matthew",MWF,9:25 AM,10:15 AM,85,58
ECON 30340 01,1144 126,17282,Statistics for Economics,"Dunne,Timothy",MW,2:00 PM,3:15 PM,70,61
HIST 30983 01,1144 126,19781,History of Food,"Specht,Joshua",MW,12:50 PM,1:40 PM,60,59
POLS 20600 01,1144 126,14795,Political Theory,"Verdeja,Ernesto",TR,11:00 AM,12:15 PM,92,85
PHYS 20054 01,1144 129,20279,Climate Physics,"Wiescher,Michael",TR,9:30 AM,10:45 AM,50,5
SOC 20558 01,1144 129,19826,Rebellion Against Authority,"Moss,Dana",MW,3:30 PM,4:45 PM,76,41
ECON 10020 02,1144 131,11393,Principles of Macroeconomics,"Goedl,Maximilian",TR,2:00 PM,3:15 PM,71,64
ECON 10020 03,1144 131,13576,Principles of Macroeconomics,"Goedl,Maximilian",TR,3:30 PM,4:45 PM,70,24
POLS 20100 01,1144 131,11347,American Politics,"Wolbrecht,Christina",MW,10:30 AM,11:20 AM,92,90
PSY 30400 01,1144 131,18251,Cognitive Psychology,"Chan,Tsz Man Vanessa",TR,11:00 AM,12:15 PM,93,54
CSE 10101 01,1144 136,13839,Elements of Computing I,"Walden,Katherine",TR,2:00 PM,3:15 PM,89,76
CSE 40175 01,1144 136,14338,Ethical & Professional Issues,"Scheirer,Walter",TR,11:00 AM,12:15 PM,90,85
ECON 30801 01,1144 136,20327,Poverty in Developing World,"Firth,John",MW,3:30 PM,4:45 PM,55,34
CE 30300 01,1144 138,11449,Intro Environmental Engr,"Nerenberg,Robert",TR,11:00 AM,12:15 PM,73,56
PHIL 30313 01,1144 138,14807,Formal Logic,"Franks,Curtis",TR,2:00 PM,3:15 PM,70,26
CE 33600 01,1144 140,12292,Chlg. & Innov. in CE Eng.,"Westerink,Joannes",R,3:30 PM,4:30 PM,87,36
CE 20150 01,1144 141,16053,Statics,"Niebur,Glen",MWF,2:00 PM,2:50 PM,120,68
CE 30460 01,1144 141,13596,Fluid Mechanics,"Bolster,Diogo",MWF,11:30 AM,12:20 PM,113,98
CHEM 40420 01,1144 141,13327,Principles of Biochemistry,"Branco,Rachel",MWF,10:30 AM,11:20 AM,200,180
CSE 30321 01,1144 141,10676,Computer Architecture,"Niemier,Michael",TR,11:00 AM,12:15 PM,118,110
CSE 40647 01,1144 141,13652,Data Science,"Jiang,Meng",TR,2:00 PM,3:15 PM,79,68
ECON 10010 01,1144 141,13272,Principles of Microeconomics,"Dziadula,Eva",MWF,9:25 AM,10:15 AM,110,108
ECON 10010 05,1144 141,13632,Principles of Microeconomics,"Dziadula,Eva",MWF,8:20 AM,9:10 AM,110,94
PSY 30520 01,1144 141,15326,Intro to Cog Neuroscience,"Payne,Jessica",TR,3:30 PM,4:45 PM,114,103
CSEM 23101 09,1144 143,11433,College Seminar,"Sirry,Mun'im",TR,11:00 AM,12:15 PM,16,16
PHIL 43171 01,1144 143,20350,Kierkegaard,"Rush,Fred",TR,2:00 PM,3:15 PM,19,10
CSE 40923 01,1144 155,13653,Case Stud. - Comp-Based Entrep,"Bowyer,Kevin",WF,3:30 PM,4:45 PM,90,49
MGTO 30795 01,1144 155,17651,Why Business?,"Otteson,James",MW,9:25 AM,10:15 AM,110,57
PHIL 20602 01,1144 155,15412,Medical Ethics,"Warfield,Ted",MW,11:00 AM,11:50 AM,108,107
POLS 30654 01,1144 155,17479,Catholicism and Politics,"Philpott,James",TR,9:30 AM,10:45 AM,100,64
SOC 20732 04,1144 155,19825,Introduction to Criminology,"Martinez-Schuldt,Ricardo",TR,2:00 PM,3:15 PM,40,40
THEO 20425 01,1144 155,14489,Nuptial Mystery,"O'Malley,Timothy",MW,12:30 PM,1:45 PM,258,256
THEO 20830 01,1144 155,12776,Islam and Christian Theology,"Reynolds,Gabriel",TR,3:30 PM,4:45 PM,111,110
AMST 30147 01,1144 201,20398,America's Culture Wars,"Cajka,Peter",MW,2:00 PM,3:15 PM,23,23
BIOS 32318 02,1144 201,14932,Intro to Biocomputing Tutorial,"Jones,Stuart",F,10:30 AM,11:20 AM,28,25
ENGL 40609 01,1144 201,19944,American Transcendentalism,"Walls,Laura",MW,5:05 PM,6:20 PM,18,15
STV 30026 01,1144 201,21019,A Visual History of Medicine,"Baker,Tawrin",MW,12:30 PM,1:45 PM,10,8
THEO 60113 01,1144 201,19863,The Gospel of John,"Eubank,Nathan",TR,9:30 AM,10:45 AM,27,26
CSEM 23101 15,1144 202,17240,College Seminar,"Norton,Robert",TR,12:30 PM,1:45 PM,15,13
AMST 30139 01,1144 203,21596,American Weird,"Marshall,Kate",TR,12:30 PM,1:45 PM,20,15
AMST 30165 01,1144 203,15293,The Vietnam War&Amer Catholics,"Cajka,Peter",MW,11:00 AM,12:15 PM,21,21
BIOS 32318 01,1144 203,14931,Intro to Biocomputing Tutorial,"Jones,Stuart",F,10:30 AM,11:20 AM,28,25
PHIL 20245 01,1144 203,21058,Buddhist Philosophy,"Williams,Louise",TR,9:30 AM,10:45 AM,25,25
PHIL 20245 04,1144 203,21062,Buddhist Philosophy,"Williams,Louise",TR,11:00 AM,12:15 PM,26,26
POLS 60453 01,1144 203,20447,Comparative Field Seminar,"Coppedge,Michael",W,6:30 PM,9:15 PM,16,15
THEO 20673 01,1144 203,16177,Reconciliation,"Katongole,Emmanuel",MW,12:30 PM,1:45 PM,25,24
CE 40350 01,1144 204,16088,Environmental Microbiology,"Bibby,Kyle",TR,11:00 AM,12:15 PM,30,28
CHEM 60531 01,1144 204,17060,Hallmarks of Cancer & Therapy,"Littlepage,Laurie",MW,11:30 AM,12:45 PM,30,20
CHEM 60630 01,1144 204,12317,Intermediate Organic Chemistry,"Taylor,Richard",MWF,9:25 AM,10:15 AM,30,15
LLEA 33320 01,1144 204,21300,Modern Japanese Literature,"Mulholland,Kevin",TR,2:00 PM,3:15 PM,19,8
SOC 30806 02,1144 204,16351,Race and Ethnicity,"Alvarado,Steven",MW,2:00 PM,3:15 PM,25,21
ESS 30638 01,1144 205,20039,African Am. Children's Lit,"Morrell,Jodene",TR,12:30 PM,1:45 PM,24,11
ROSP 30051 01,1144 205,20172,CBL:  Once Upon a Time,"Parroquin,Rachel",TR,2:00 PM,3:00 PM,16,14
ROSP 30051 01,1144 205,20172,CBL:  Once Upon a Time,"Parroquin,Rachel",TR,3:15 PM,4:30 PM,16,14
CE 40300 01,1144 206,13861,Geochemistry,"Fein,Jeremy",MW,3:30 PM,4:45 PM,30,23
ESS 30605 01,1144 206,14826,Education Law and Policy,"Schoenig,John",MW,12:30 PM,1:45 PM,26,24
FTT 12101 06,1144 206,16378,Basics of Film & TV Tutorial,"Guerra,Guido",R,2:00 PM,2:50 PM,17,16
IIPS 30603 01,1144 206,15914,War Peace Catholic Imagination,"Powers,Gerard",MW,2:00 PM,3:15 PM,25,5
CE 63400 01,1144 207,12687,Envirmntl Fluid Dynamics Sem,"Fernando,Harindra",T,11:00 AM,12:15 PM,40,26
ECON 10010 09,1144 207,20343,Principles of Microeconomics,"Bennett,Cora",MW,9:30 AM,10:45 AM,49,47
ECON 20010 10,1144 207,20338,Principles of Microeconomics,"Bennett,Cora",MW,11:00 AM,12:15 PM,49,46
HHS 20555 01,1144 207,21190,Contemp Concerns in Medicine,"Kola,Ijeoma",MW,3:30 PM,4:45 PM,30,9
SOC 20228 01,1144 207,13645,Social Inequality & Amer Educ,"Langenkamp,Amy",TR,2:00 PM,3:15 PM,40,34
CDT 40211 01,1144 208,20697,Psychology of Info Analysis,"Kajzer,Mitchell",TR,9:30 AM,10:45 AM,47,34
CNST 50002 01,1144 208,14882,Constitutionalism Law&Pol II,"Munoz,Vincent",TR,12:30 PM,1:45 PM,47,46
MELC 20070 01,1144 208,17238,Intro to Islamic Civilization,"Guo,Li",TR,2:00 PM,3:15 PM,40,24
POLS 30210 01,1144 208,16101,US Nat'l Security Policymaking,"Lindley,Daniel",TR,11:00 AM,12:15 PM,47,30
SOC 20410 01,1144 208,19827,"Health, Medicine, and Society","Thomas,Mim",MW,5:05 PM,6:20 PM,45,27
CE 40465 01,1144 209,13306,Environmental Fluid Mechanics,"Fernando,Harindra",MW,9:30 AM,10:45 AM,47,10
ECON 30565 01,1144 209,20328,Health Economics,"Dziadula,Eva",MW,11:00 AM,12:15 PM,47,38
POLS 30064 01,1144 209,20470,The President & Constitution,"Barber,Sotirios",TR,11:00 AM,12:15 PM,49,44
POLS 30068 01,1144 209,16098,Topics in Civ Librts/Civ Rgts,"Hall,Matthew",TR,2:00 PM,3:15 PM,40,37
SOC 10002 02,1144 209,17502,Understanding Societies,"McDonnell,Terence",MW,2:00 PM,3:15 PM,47,41
THEO 60250 01,1144 209,13591,Intro. to the Early Church,"Cavadini,John",MW,12:30 PM,1:45 PM,29,28
CSE 40771 01,1144 210,21215,Distributed Systems,"Thain,Douglas",MWF,9:25 AM,10:15 AM,47,34
ECON 10020 01,1144 213,11541,Principles of Macroeconomics,"Goedl Hanisch,Isabel",MW,9:30 AM,10:45 AM,47,23
FTT 12101 01,1144 213,15394,Basics of Film & TV Tutorial,"Thorup,Jennifer",F,11:30 AM,12:20 PM,19,17
FTT 22101 03,1144 213,16373,Basics of Film & TV Tutorial,"Thorup,Jennifer",F,12:50 PM,1:40 PM,14,13
HIST 10201 01,1144 213,19806,Medieval Mediterranean Faiths,"Burman,Thomas",MW,12:50 PM,1:40 PM,40,13
MGTO 20100 03,1144 213,14703,Principles of Management,"Boncoeur,Olivier Dorian",TR,11:00 AM,12:15 PM,35,34
MGTO 20100 04,1144 213,14702,Principles of Management,"Boncoeur,Olivier Dorian",TR,12:30 PM,1:45 PM,35,34
ACCT 20200 01,1144 214,10908,Accountancy II,"Favorite,Michael",TR,11:00 AM,12:15 PM,47,44
CBE 40477 01,1144 214,16049,Nanoscience and Technology,"Bohn,Paul",TR,9:30 AM,10:45 AM,30,21
FTT 12101 02,1144 214,15395,Basics of Film & TV Tutorial,"Hellstrom,Daniel",F,11:30 AM,12:20 PM,19,19
FTT 12101 04,1144 214,16374,Basics of Film & TV Tutorial,"Hellstrom,Daniel",F,12:50 PM,1:40 PM,18,7
THEO 20811 01,1144 214,17564,Jesus and Salvation,"Hilkert,M. Catherine",MW,11:00 AM,12:15 PM,40,38
MARK 20100 21,1144 215,12578,Principles of Marketing,"Heckel,Jennifer",MW,9:30 AM,10:45 AM,47,37
MARK 30470 02,1144 215,18239,Digital Marketing,"Laneman,Kelly",MW,11:00 AM,12:15 PM,43,40
MARK 20100 22,1144 217,10763,Principles of Marketing,"Heckel,Jennifer",MW,11:00 AM,12:15 PM,47,39
MARK 20100 23,1144 217,11005,Principles of Marketing,"Essig,Robert",MW,12:30 PM,1:45 PM,47,46
MARK 20100 24,1144 217,16401,Principles of Marketing,"Essig,Robert",MW,2:00 PM,3:15 PM,47,41
THEO 40201 01,1144 217,11770,Christian Theological Tradtn I,"Cavadini,John",MW,9:30 AM,10:45 AM,43,40
CST 33001 01,1144 223,12829,Catholic Social Teaching,"Lantigua,David",TR,12:30 PM,1:45 PM,20,10
HIST 30470 01,1144 223,19791,Medieval & Early Modern Russia,"Martin,Alexander",MW,3:30 PM,4:45 PM,30,7
IRLL 30106 01,1144 223,20558,Sex and Power,"McKibben,Sarah",TR,11:00 AM,12:15 PM,28,25
IRLL 30107 01,1144 223,20555,The Hidden Ireland,"McQuillan,Peter",TR,3:30 PM,4:45 PM,30,0
SOC 30952 01,1144 223,19821,International Research Design,"McDonnell,Erin",TR,9:30 AM,10:45 AM,30,12
THEO 20847 05,1144 223,17588,Christianity & Buddhism,"Vale,Matthew",MWF,10:30 AM,11:20 AM,30,27
HIST 10200 01,1144 224,13641,Western Civilization to 1500,"Hobbins,Daniel",MW,11:30 AM,12:20 PM,30,17
HIST 30110 01,1144 224,16115,Ancient Japan,"Thomas,Julia",MW,3:30 PM,4:45 PM,28,23
HIST 30171 01,1144 224,15211,India and South Asia,"Shivram,Nikhil Menon",TR,11:00 AM,12:15 PM,28,26
THEO 20808 01,1144 224,19896,Theology from the Margins,"Battin,Steven",TR,12:30 PM,1:45 PM,30,30
THEO 20840 01,1144 224,17576,Theology & Natural Sciences,"Nutter,Taylor",MWF,10:30 AM,11:20 AM,30,29
CLAS 40304 01,1144 225,20690,Greek Archaeology,"Hernandez,David",MW,2:00 PM,3:15 PM,20,17
ENGL 90528 01,1144 225,21437,The Atlantic World,"Mouton Kinyon,Chante",T,3:30 PM,6:15 PM,12,7
HESB 30348 01,1144 225,16015,Philanthropy & the Common Good,"Hannah,Jonathan",TR,12:30 PM,1:45 PM,25,23
IIPS 40300 01,1144 225,20051,"Peace Agreements, Implemention","Echavarria Alvarez,Josefina",TR,9:30 AM,10:45 AM,25,12
PHIL 43503 01,1144 225,20704,Philosophy of Action,"Warfield,Ted",MW,12:30 PM,1:45 PM,18,8
PHYS 22451 01,1144 225,11478,Math Methods in Phys I Tutor,"Kolda,Christopher",R,11:00 AM,12:15 PM,30,10
JED 30131 01,1144 228,15297,Sports Media,"Kelly,Jason",MW,11:00 AM,12:15 PM,30,27
JED 30132 01,1144 228,15298,Applied Multimedia,"Hicks,Justin",TR,9:30 AM,10:45 AM,17,13
AFST 20082 01,1144 231,12299,Intro to Africana Studies,"Forjwuor,Bernard",MW,12:30 PM,1:45 PM,30,30
BIOS 32318 03,1144 231,14933,Intro to Biocomputing Tutorial,"Jones,Stuart",F,10:30 AM,11:20 AM,29,0
CBE 40443 01,1144 231,10942,Separation Processes,"Bruening,Merlin",MWF,11:30 AM,12:20 PM,30,12
MEAR 10001 01,1144 231,11779,First-Year Arabic I,"Bualuan,Ghada",MW,9:25 AM,10:15 AM,15,12
MEAR 10001 01,1144 231,11779,First-Year Arabic I,"Bualuan,Ghada",TR,9:30 AM,10:45 AM,15,12
MEAR 20003 01,1144 231,16349,Second Year Arabic I,"Bualuan,Ghada",MW,10:30 AM,11:20 AM,14,6
MEAR 20003 01,1144 231,16349,Second Year Arabic I,"Bualuan,Ghada",TR,11:00 AM,11:50 AM,14,6
CE 45640 01,1144 232,16550,Eng. Internat Devel 1,"Kijewski-Correa,Tracy",M,5:00 PM,6:00 PM,16,11
CE 45640 01,1144 232,16550,Eng. Internat Devel 1,"Kijewski-Correa,Tracy",U,2:00 PM,3:00 PM,16,11
HIST 10750 01,1144 232,19805,Nat. Sec. Policy in US History,"Soares,John",MW,3:30 PM,4:45 PM,28,22
IRLL 30112 01,1144 232,20553,"""Fingers Crossed!""","Gillan,Jeremiah",TR,12:30 PM,1:45 PM,25,17
HIST 30625 01,1144 240,19788,Business in America,"Specht,Joshua",MW,3:30 PM,4:45 PM,23,21
MEAR 10001 02,1144 240,11781,First-Year Arabic I,"Bronson,Catherine",MW,12:30 PM,1:45 PM,15,13
MEAR 10001 02,1144 240,11781,First-Year Arabic I,"Bronson,Catherine",TR,12:30 PM,1:20 PM,15,13
MEAR 20004 01,1144 240,20569,Second Year Arabic II,"Bronson,Catherine",F,11:35 AM,12:25 PM,14,4
MEAR 20004 01,1144 240,20569,Second Year Arabic II,"Bronson,Catherine",TR,11:00 AM,12:15 PM,14,4
MEAR 30005 01,1144 240,14425,Third Year Arabic I,"Bronson,Catherine",MWF,2:00 PM,2:50 PM,18,13
PHIL 43188 01,1144 241,20753,Neoplatonism,"Cory,David",TR,2:00 PM,3:15 PM,18,14
POLS 60038 01,1144 241,20450,"Race, Representation, Politics","Pinderhughes,Dianne",T,3:30 PM,6:15 PM,14,10
ROSP 20810 01,1144 241,13152,"CBL: Lang, Cult and Community","Coloma,Maria",MW,2:00 PM,3:15 PM,16,9
KSGA 20300 01,1144 242,21076,Globalizatn & Korean Migration,"Yoon,Sharon",MW,12:30 PM,1:45 PM,30,10
MGA 60311 01,1144 242,21000,Human Rights Reparations,"Perez-Linan,Anibal",MW,2:00 PM,3:15 PM,30,24
POLS 60691 01,1144 242,20446,Modern Political Thought,"Botting,Eileen",TR,2:00 PM,3:15 PM,14,10
ROIT 63118 01,1144 244,20177,Boccaccio,"Lummus,David",W,3:30 PM,6:15 PM,15,7
CHR 30708 01,1144 245,16348,Intl Law & Human Rights,"Desierto,Diane",MW,9:30 AM,10:45 AM,20,14
CSEM 23101 07,1144 245,14303,College Seminar,"Avvakumov,Yury",TR,3:30 PM,4:45 PM,15,11
ENGL 20000 01,1144 245,11768,Intro to Creative Writing,"Wohlers,Nancy",MW,11:00 AM,12:15 PM,15,14
HPS 93772 01,1144 245,17750,The Politics of Science,"Mirowski,Philip",MW,3:30 PM,4:45 PM,14,1
STV 20555 01,1144 245,21017,Am Healthcare in Perspective,"Geltzer,Anna",TR,12:30 PM,1:45 PM,30,18
FTT 12101 05,1144 246,16377,Basics of Film & TV Tutorial,"Guerra,Guido",R,12:30 PM,1:20 PM,18,14
IIPS 50908 01,1144 246,20047,Resilience in Chronic Conflict,"Miller-Graff,Laura",R,9:30 AM,12:15 PM,24,10
LLEA 33102 01,1144 246,13631,Chinese Literary Traditions,"Yang,Xiaoshan",TR,2:00 PM,3:15 PM,18,15
LLRO 30520 01,1144 246,20832,Voices from Italy,"Geri,Valentina",MW,2:00 PM,3:15 PM,16,13
SOC 20002 01,1144 246,16159,Understanding Societies,"Christiano,Kevin",TR,3:30 PM,4:45 PM,25,20
SOC 20033 01,1144 246,11899,Intro to Social Problems,"Williams,Richard",MW,9:30 AM,10:45 AM,20,19
SOC 30902 01,1144 246,13835,Methods Sociological Research,"Williams,Richard",MW,11:00 AM,12:15 PM,20,19
CSEM 23101 21,1144 301,13574,College Seminar,"Bugyis,Eric",TR,12:30 PM,1:45 PM,16,16
ENGL 40234 01,1144 301,20869,Medieval Romance,"Karnes,Michelle",TR,2:00 PM,3:15 PM,17,17
ENGL 40766 01,1144 302,20705,Poetry & its Publics:1900-Now,"Kilbane,Matthew",TR,3:30 PM,4:45 PM,17,17
HIST 22407 01,1144 302,16320,Tutorial World War 2,"Antalyali,Zekeriya Efe",F,12:50 PM,1:40 PM,20,16
HIST 30440 01,1144 302,17386,The Northern Ireland Troubles,"Barr,Colin",MW,3:30 PM,4:45 PM,20,20
HIST 30640 01,1144 302,17393,Law and Religion in US History,"Przybyszewski,Linda",TR,2:00 PM,3:15 PM,18,12
HIST 30998 01,1144 302,16129,Our Global Environment,"Thomas,Julia",MW,12:30 PM,1:45 PM,20,18
ROFR 30710 01,1144 302,20190,Expressions of France,"MacKenzie,Louis",MW,9:30 AM,10:45 AM,18,7
ROIT 30711 01,1144 302,11891,Med-Ren Italian Lit & Culture,"Lummus,David",MW,11:00 AM,12:15 PM,20,14
ENGL 20002 04,1144 303,16206,Intro to Poetry Writing,"Goransson,Johannes",TR,2:00 PM,3:15 PM,15,13
IRLL 20115 01,1144 303,13422,Great Irish Writers I,"Mulligan,Amy",TR,11:00 AM,12:15 PM,17,14
IRLL 30118 01,1144 303,20771,Storied Landscapes IRL to CHI,"Mulligan,Amy",TR,9:30 AM,10:45 AM,18,18
POLS 30708 01,1144 303,20455,Journalism as Political Theory,"Piccolo,Samuel",MW,12:30 PM,1:45 PM,19,18
CLGR 40042 01,1144 304,20580,Plutarch & Early Roman Empire,"Baron,Christopher",TR,3:30 PM,4:45 PM,15,4
ENGL 40546 01,1144 304,19947,Women and Magazines,"Green,Barbara",TR,12:30 PM,1:45 PM,17,17
HIST 30986 01,1144 304,19779,Blueprint for Modernity,"Beatty,Edward",TR,2:00 PM,3:15 PM,20,13
IRLL 20224 01,1144 304,20562,Celtic(s)!!! The Celts,"Gillan,Jeremiah",TR,9:30 AM,10:45 AM,20,17
HIST 30598 01,1144 305,19790,Life 19th Century Euro City,"Martin,Alexander",MW,12:30 PM,1:45 PM,20,7
ENGL 90798 01,1144 306,19934,Postcolonial Anthropocene,"Scranton,Roy",R,12:30 PM,3:15 PM,12,12
PHIL 30329 01,1144 306,14451,"Sem. in Phil., Science, & Math","Rubin,Hannah",MW,12:30 PM,1:45 PM,18,15
ROFR 20692 01,1144 306,20192,"Race, Class, and Sex in France","Rice,Alison",MW,11:00 AM,12:15 PM,18,14
ROSP 30715 01,1144 306,16132,Imagined Worlds: Now and Then,"Vitulli,Juan",TR,11:00 AM,12:15 PM,18,15
THEO 60002 01,1144 307,11380,Elementary Hebrew I,"Winitzer,Abraham",MW,2:00 PM,3:15 PM,13,4
ENGL 40850 01,1144 308,12344,Advanced Fiction Writing,"Havrilak,Greg",TR,2:00 PM,3:15 PM,15,5
IRLL 10101 03,1144 308,13914,Beginning Irish (Gaelic) I,"MacLeod,Tara",MWF,9:25 AM,10:15 AM,20,6
ROFR 63713 01,1144 308,20834,Writing Europe in French,"Stojanovic,Sonja",W,3:30 PM,6:15 PM,15,5
POLS 30421 01,1144 310,14320,European Politics,"Gould,Andrew",TR,9:30 AM,10:45 AM,47,33
THEO 20264 01,1144 310,15332,Saints & Warfare,"Astell,Ann",TR,2:00 PM,3:15 PM,47,43
ECON 30858 01,1144 311,20325,The Digital Economy,"Flannery,Mary",TR,9:30 AM,10:45 AM,49,48
MARK 20100 26,1144 311,13147,Principles of Marketing,"Heckel,Jennifer",TR,11:00 AM,12:15 PM,47,43
MARK 20100 27,1144 311,10764,Principles of Marketing,"Griffith,Scott",TR,12:30 PM,1:45 PM,45,45
MARK 30100 01,1144 311,11006,Consumer Orgzntnl Buyer Behav,"Bechler,Christopher",MW,12:30 PM,1:45 PM,35,25
MARK 30100 02,1144 311,10631,Consumer Orgzntnl Buyer Behav,"Bechler,Christopher",MW,2:00 PM,3:15 PM,35,22
MARK 30100 03,1144 311,20667,Consumer Orgzntnl Buyer Behav,"Bechler,Christopher",MW,3:30 PM,4:45 PM,35,13
MGTO 30510 02,1144 311,14794,Social Entrepreneurship,"Hurst,Charlice",MW,11:00 AM,12:15 PM,40,25
ROIT 40115 01,1144 311,20180,Dante I,"Cachey,Theodore",TR,2:00 PM,3:15 PM,47,38
CE 40460 01,1144 312,10005,Groundwater Hydrology,"Hamlet,Alan",TR,12:30 PM,1:45 PM,47,27
BALW 20150 02,1144 313,18327,Bus Law Contracts & Agency,"O'Brien,James",MW,2:00 PM,3:15 PM,45,43
BALW 20150 07,1144 313,16972,Bus Law Contracts & Agency,"O'Brien,James",MW,3:30 PM,4:45 PM,47,28
MARK 30120 01,1144 313,11784,Marketing Research,"Gaski,John",TR,12:30 PM,1:45 PM,45,10
MARK 30120 02,1144 313,20665,Marketing Research,"Gaski,John",TR,2:00 PM,3:15 PM,45,4
POLS 30271 01,1144 313,20465,Pol Econ of Int'l Development,"Dutt,Amitava",TR,3:30 PM,4:45 PM,36,10
FIN 40710 01,1144 316,17966,Real Estate Val. & Investment,"Hutchison,David",MW,2:00 PM,3:15 PM,45,27
FIN 40710 02,1144 316,17967,Real Estate Val. & Investment,"Hutchison,David",MW,3:30 PM,4:45 PM,45,16
FIN 20150 05,1144 318,13620,Fundamentals of Finance,"Chen,Huaizhi",MW,12:30 PM,1:45 PM,45,43
FIN 20150 06,1144 318,17023,Fundamentals of Finance,"Chen,Huaizhi",MW,2:00 PM,3:15 PM,45,35
FIN 20150 07,1144 318,17024,Fundamentals of Finance,"Chen,Huaizhi",MW,3:30 PM,4:45 PM,45,20
ACCT 20100 02,1144 319,14852,Accountancy I,"Urtel,Keith",TR,2:00 PM,3:15 PM,43,42
ACCT 20100 12,1144 319,10856,Accountancy I,"Urtel,Keith",TR,12:30 PM,1:45 PM,47,43
ECON 10010 02,1144 319,13123,Principles of Microeconomics,"Giles,Tyler",MW,3:30 PM,4:45 PM,49,45
FIN 30700 01,1144 319,13876,Real Estate Fundamentals,"Hutchison,David",TR,9:30 AM,10:45 AM,49,46
FIN 30700 02,1144 319,17027,Real Estate Fundamentals,"Hutchison,David",TR,11:00 AM,12:15 PM,49,48
ACCT 20100 03,1144 320,14332,Accountancy I,"O'Tousa,Janet",MWF,2:00 PM,2:50 PM,43,40
ACCT 20100 07,1144 320,10347,Accountancy I,"Meyer,Michael",MWF,10:30 AM,11:20 AM,43,42
ACCT 20100 10,1144 320,10861,Accountancy I,"O'Tousa,Janet",MWF,9:25 AM,10:15 AM,46,42
ACCT 20100 11,1144 320,12392,Accountancy I,"O'Tousa,Janet",MWF,3:30 PM,4:20 PM,44,37
ACCT 20100 13,1144 320,10858,Accountancy I,"O'Tousa,Janet",MWF,8:20 AM,9:10 AM,47,40
BALW 20150 03,1144 320,11574,Bus Law Contracts & Agency,"Murphy,Tonia",TR,12:30 PM,1:45 PM,47,45
BALW 20150 04,1144 320,11575,Bus Law Contracts & Agency,"Murphy,Tonia",TR,9:30 AM,10:45 AM,47,41
BALW 20150 05,1144 320,11576,Bus Law Contracts & Agency,"Murphy,Tonia",TR,11:00 AM,12:15 PM,47,44
CSE 40535 01,1144 320,14754,Computer Vision,"Czajka,Adam",MWF,12:50 PM,1:40 PM,47,46
MARK 20100 28,1144 320,15368,Principles of Marketing,"Jones,Andrew",TR,3:30 PM,4:45 PM,47,36
ENGL 20001 01,1144 330,16198,Intro to Fiction Writing,"Msechu,Naima",TR,5:05 PM,6:20 PM,15,14
CDT 40200 01,1144 331,13814,Privacy and Security,"Smith,James",TR,9:30 AM,10:45 AM,24,18
ROPO 10105 01,1144 332,10062,Beg Port for Span Speakers I,"Fauri,Ana",MWF,2:00 PM,2:50 PM,16,11
ENGL 30101 06,1144 333,16520,Intro to Literary Studies,"Gustafson,Sandra",MW,3:30 PM,4:45 PM,18,15
LLEA 33309 01,1144 333,21299,Intro to Japanese Pop Culture,"Mulholland,Kevin",TR,11:00 AM,12:15 PM,19,11
POLS 30726 01,1144 333,20454,Pol. & Religion in Secular Age,"Sehnert,Benjamin",TR,3:30 PM,4:45 PM,19,4
ROSP 30310 02,1144 333,11626,Intro Hispanic Lit & Cultures,"Solarte Gonzalez,Ruth",TR,9:30 AM,10:45 AM,18,15
ROSP 30310 05,1144 333,14810,Intro Hispanic Lit & Cultures,"Schaefer,Keith",MW,2:00 PM,3:15 PM,18,16
ENGL 20000 04,1144 334,16192,Intro to Creative Writing,"Fantin,Jillian",MW,3:30 PM,4:45 PM,15,14
ENGL 90780 01,1144 334,19935,Literature and Peace Studies,"Gustafson,Sandra",MW,2:00 PM,3:15 PM,12,10
PHIL 83801 01,1144 334,11367,Philosophy of Science,"Howard,Don",TR,11:00 AM,12:15 PM,16,6
PHYS 50401 01,1144 334,17077,Physics of Cells,"Peng,Jeffrey",TR,12:30 PM,1:45 PM,12,9
PSY 63528 01,1144 334,17501,Cog. Neuroscience of Aging,"Koen,Joshua",TR,9:30 AM,10:45 AM,19,12
CSEM 23101 05,1144 335,12934,College Seminar,"O'Connor,David",MW,12:30 PM,1:45 PM,15,15
PHIL 83293 01,1144 335,20679,Wagner and Nietzsche,"O'Connor,David",T,2:15 PM,4:45 PM,19,14
